Time (ms),Accel LX,Accel LY,Accel LZ,Mag LX,Mag LY,Mag LZ,Gyro LX,Gyro LY,Gyro LZ,Accel RX,Accel RY,Accel RZ,Mag RX,Mag RY,Mag RZ,Gyro RX,Gyro RY,Gyro RZ
5.82791999931942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3373906561,-7.1126651784999995,-2.7744778047,0.42011000000000004,0.13029,0.48202999999999996,-6.451958645847438,-8.970556022937856,9.143125452728796
25.349685999572102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.376872228999999,-7.089933363799999,-3.0520452262999997,0.42011000000000004,0.13029,0.47257,0.1154535300194249,0.1838704366976026,-0.09346238144429636
44.43853799966746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2919270267,-7.082754895999999,-2.8450660714,0.42699000000000004,0.12513,0.47257,0.04642575810304917,-0.013744467859455347,0.019853120241435502
63.62056699981622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1998033565999995,-7.307680220399999,-2.9551359109999997,0.42096999999999996,0.12685,0.49149,-0.04459316238845512,0.0003054326190990077,0.0006108652381980154
82.54119199955312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4677994878,-7.2083780824999995,-2.9084758702999998,0.42355000000000004,0.12943000000000002,0.46741,-0.024129176908821607,0.007330382858376185,0.014966198335851376
101.48681600003329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3373906561,-7.024130742299999,-2.7984060307,0.42269,0.12943000000000002,0.48461000000000004,0.04214970143566306,-0.00916297857297023,0.03207042500539581
120.31546199978038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.317051663999999,-7.0528446135,-2.9084758702999998,0.42269,0.12943000000000002,0.48461000000000004,-0.050701814770435276,0.0024434609527920616,0.03207042500539581
139.16228600010072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.174678719299999,-7.0540410248,-2.9467610318999995,0.42699000000000004,0.13373,0.47687,-0.01069014166846527,-0.016798794050445424,-0.004581489286485115
158.02895199976774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2536418651,-7.100701065499999,-2.9048866364,0.42355000000000004,0.13115000000000002,0.47170999999999996,-0.024434609527920616,-0.02260201381332657,0.0036651914291880926
176.86655699981202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.247659808599999,-7.0504517908999995,-2.9946174838999995,0.42440999999999995,0.12513,0.48031,-0.002138028333693054,-0.014355333097653362,-0.005192354524683131
195.81994199961628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2392849295,-7.183253445199999,-2.8737799425999997,0.42440999999999995,0.12513,0.48031,-0.025656340004316647,0.007330382858376185,0.007941248096574201
214.74051399945893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2285172277999985,-7.1126651784999995,-3.1046873234999994,0.41752999999999996,0.12599,0.48117000000000004,0.0003054326190990077,0.01069014166846527,-0.012522737383059314
